Data-ID,Result-State,Result-Detail,payloadParam.etapa,flagErroBacen,marcacaoMesa,rendaLiquidaPicpay,rendaLiquidaPicpayBatch,listaRestritivosBacen#1.saldoVencido,listaRestritivosBacen#1.prejuizo,listaRestritivosBacen#1.creditoAVencerAdpos,listaRestritivosBacen#1.creditoFinanciadoCartoes,listaRestritivosBacen#1.creditoVencidoCartao,listaRestritivosBacen#1.creditoAVencerCartao,listaRestritivosBacen#1.limiteCartaoDisponivel,listaRestritivosBacen#1.limiteChequeDisponivel,listaRestritivosBacen#1.saldoBacenCheque,listaRestritivosBacen#1.renegociacaoBacen,listaRestritivosBacen#2.saldoVencido,listaRestritivosBacen#2.prejuizo,listaRestritivosBacen#2.creditoAVencerAdpos,listaRestritivosBacen#2.creditoFinanciadoCartoes,listaRestritivosBacen#2.creditoVencidoCartao,listaRestritivosBacen#2.creditoAVencerCartao,listaRestritivosBacen#2.limiteCartaoDisponivel,listaRestritivosBacen#2.limiteChequeDisponivel,listaRestritivosBacen#2.saldoBacenCheque,listaRestritivosBacen#2.renegociacaoBacen,listaRestritivosBacen#3.saldoVencido,listaRestritivosBacen#3.prejuizo,listaRestritivosBacen#3.creditoAVencerAdpos,listaRestritivosBacen#3.creditoFinanciadoCartoes,listaRestritivosBacen#3.creditoVencidoCartao,listaRestritivosBacen#3.creditoAVencerCartao,listaRestritivosBacen#3.limiteCartaoDisponivel,listaRestritivosBacen#3.limiteChequeDisponivel,listaRestritivosBacen#3.saldoBacenCheque,listaRestritivosBacen#3.renegociacaoBacen,result:regrasNegativas#1.nomeRegra,expected:regrasNegativas#1.nomeRegra,result:regrasNegativas#1.descRegra,expected:regrasNegativas#1.descRegra,result:regrasNegativas#2.nomeRegra,expected:regrasNegativas#2.nomeRegra,result:regrasNegativas#2.descRegra,expected:regrasNegativas#2.descRegra,result:regrasNegativas#3.nomeRegra,expected:regrasNegativas#3.nomeRegra,result:regrasNegativas#3.descRegra,expected:regrasNegativas#3.descRegra,result:regrasNegativas#4.nomeRegra,expected:regrasNegativas#4.nomeRegra,result:regrasNegativas#4.descRegra,expected:regrasNegativas#4.descRegra,result:regrasNegativas#5.nomeRegra,expected:regrasNegativas#5.nomeRegra,result:regrasNegativas#5.descRegra,expected:regrasNegativas#5.descRegra,result:regrasNegativas#6.nomeRegra,expected:regrasNegativas#6.nomeRegra,result:regrasNegativas#6.descRegra,expected:regrasNegativas#6.descRegra,result:regrasNegativas#7.nomeRegra,expected:regrasNegativas#7.nomeRegra,result:regrasNegativas#7.descRegra,expected:regrasNegativas#7.descRegra,result:regrasNegativas#8.nomeRegra,expected:regrasNegativas#8.nomeRegra,result:regrasNegativas#8.descRegra,expected:regrasNegativas#8.descRegra,result:regrasNegativas#9.nomeRegra,expected:regrasNegativas#9.nomeRegra,result:regrasNegativas#9.descRegra,expected:regrasNegativas#9.descRegra,result:regrasNegativas#10.nomeRegra,expected:regrasNegativas#10.nomeRegra,result:regrasNegativas#10.descRegra,expected:regrasNegativas#10.descRegra,result:statusDecisao,expected:statusDecisao,result:versionamentoPolitica,expected:versionamentoPolitica
3158,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3159,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3160,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3161,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3162,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,2
3163,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3164,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3165,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3166,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3167,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3168,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3169,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3170,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3171,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3172,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3173,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3174,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3175,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3176,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3177,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,70. Não possui a informação do credito vencido cartao,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,NEGADO,,6
3178,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,1
3179,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,2
3180,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,2
3181,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3182,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,2
3183,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3184,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3185,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3186,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,2
3187,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3188,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3189,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3190,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3191,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3192,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3193,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3194,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,2
3195,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3196,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3197,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3198,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3199,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3200,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3201,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,0,-99999,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,73. Não possui a informação do limite cheque disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
3202,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,3
3203,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,-99999,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3204,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,4
3205,,,POLITICA CONCESSAO,false,XPTO,2500,2500,0,0,0,-99999,0,-99999,-99999,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fn_nulosBacen0IF,,69. Não possui a informação do credito financiado cartoes,,fn_nulosBacen0IF,,71. Não possui a informação do credito a vencer cartao,,fn_nulosBacen0IF,,72. Não possui a informação do limite cartao disponivel,,fn_nulosBacen0IF,,74. Não possui a informação do saldo bacen cheque,,fn_nulosBacen0IF,,75. Não possui a informação da renegociacao bacen,,,,,,,,,,,,,,,,,,,,,,NEGADO,,5
