Data-ID,Result-State,Result-Detail,payloadParam.etapa,flagErroAurora,flagErroVisaoCliente,marcacaoMesa,limiteDisponivel,valorContratadoCartao,maxDiasAtraso,indFNV,indReneg,result:regrasNegativas#1.nomeRegra,expected:regrasNegativas#1.nomeRegra,result:regrasNegativas#1.descRegra,expected:regrasNegativas#1.descRegra,result:listaLogs#1.nome,expected:listaLogs#1.nome,result:listaLogs#1.valor,expected:listaLogs#1.valor,result:regrasNegativas#2.nomeRegra,expected:regrasNegativas#2.nomeRegra,result:regrasNegativas#2.descRegra,expected:regrasNegativas#2.descRegra,result:listaLogs#2.nome,expected:listaLogs#2.nome,result:listaLogs#2.valor,expected:listaLogs#2.valor,result:regrasNegativas#3.nomeRegra,expected:regrasNegativas#3.nomeRegra,result:regrasNegativas#3.descRegra,expected:regrasNegativas#3.descRegra,result:listaLogs#3.nome,expected:listaLogs#3.nome,result:listaLogs#3.valor,expected:listaLogs#3.valor,result:regrasNegativas#4.nomeRegra,expected:regrasNegativas#4.nomeRegra,result:regrasNegativas#4.descRegra,expected:regrasNegativas#4.descRegra,result:listaLogs#4.nome,expected:listaLogs#4.nome,result:listaLogs#4.valor,expected:listaLogs#4.valor,result:regrasNegativas#5.nomeRegra,expected:regrasNegativas#5.nomeRegra,result:regrasNegativas#5.descRegra,expected:regrasNegativas#5.descRegra,result:listaLogs#5.nome,expected:listaLogs#5.nome,result:listaLogs#5.valor,expected:listaLogs#5.valor,result:statusDecisao,expected:statusDecisao,result:vlrLimiteAprovado,expected:vlrLimiteAprovado,result:versionamentoPolitica,expected:versionamentoPolitica
221,,,FILTROS POLITICA,false,false,-99999,1,1,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
222,,,FILTROS POLITICA,false,false,-99999,1,1,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
223,,,FILTROS POLITICA,false,false,-99999,1,-99999,0,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
224,,,FILTROS POLITICA,false,false,-99999,1,-99999,0,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
225,,,FILTROS POLITICA,false,false,-99999,1,-99999,0,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
226,,,FILTROS POLITICA,false,false,-99999,1,-99999,0,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
227,,,FILTROS POLITICA,false,false,-99999,1,-99999,4,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
228,,,FILTROS POLITICA,false,false,-99999,1,-99999,4,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
229,,,FILTROS POLITICA,false,false,-99999,1,-99999,4,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
230,,,FILTROS POLITICA,false,false,-99999,1,-99999,4,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
231,,,FILTROS POLITICA,false,false,-99999,1,-99999,5,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
232,,,FILTROS POLITICA,false,false,-99999,1,-99999,5,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
233,,,FILTROS POLITICA,false,false,-99999,1,-99999,5,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
234,,,FILTROS POLITICA,false,false,-99999,1,-99999,5,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
235,,,FILTROS POLITICA,false,false,-99999,1,-99999,6,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
236,,,FILTROS POLITICA,false,false,-99999,1,-99999,6,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
237,,,FILTROS POLITICA,false,false,-99999,1,-99999,6,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
238,,,FILTROS POLITICA,false,false,-99999,1,-99999,6,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
239,,,FILTROS POLITICA,false,false,-99999,1,-99999,-99999,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
240,,,FILTROS POLITICA,false,false,-99999,1,-99999,-99999,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
241,,,FILTROS POLITICA,false,false,-99999,1,-99999,-99999,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
242,,,FILTROS POLITICA,false,false,-99999,1,-99999,-99999,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
243,,,FILTROS POLITICA,false,false,-99999,10000,-1,0,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
244,,,FILTROS POLITICA,false,false,-99999,10000,-1,0,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
245,,,FILTROS POLITICA,false,false,-99999,10000,-1,0,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
246,,,FILTROS POLITICA,false,false,-99999,10000,-1,0,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
247,,,FILTROS POLITICA,false,false,-99999,10000,-1,4,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
248,,,FILTROS POLITICA,false,false,-99999,10000,-1,4,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
249,,,FILTROS POLITICA,false,false,-99999,10000,-1,4,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
250,,,FILTROS POLITICA,false,false,-99999,10000,-1,4,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
251,,,FILTROS POLITICA,false,false,-99999,10000,-1,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
252,,,FILTROS POLITICA,false,false,-99999,10000,-1,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
253,,,FILTROS POLITICA,false,false,-99999,10000,-1,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
254,,,FILTROS POLITICA,false,false,-99999,10000,-1,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
255,,,FILTROS POLITICA,false,false,-99999,10000,-1,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
256,,,FILTROS POLITICA,false,false,-99999,10000,-1,6,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
257,,,FILTROS POLITICA,false,false,-99999,10000,-1,6,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
258,,,FILTROS POLITICA,false,false,-99999,10000,-1,6,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
259,,,FILTROS POLITICA,false,false,-99999,10000,-1,-99999,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
260,,,FILTROS POLITICA,false,false,-99999,10000,-1,-99999,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
261,,,FILTROS POLITICA,false,false,-99999,10000,-1,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
262,,,FILTROS POLITICA,false,false,-99999,10000,-1,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
263,,,FILTROS POLITICA,false,false,-99999,10000,0,0,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
264,,,FILTROS POLITICA,false,false,-99999,10000,0,0,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
265,,,FILTROS POLITICA,false,false,-99999,10000,0,0,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
266,,,FILTROS POLITICA,false,false,-99999,10000,0,0,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
267,,,FILTROS POLITICA,false,false,-99999,10000,0,4,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
268,,,FILTROS POLITICA,false,false,-99999,10000,0,4,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
269,,,FILTROS POLITICA,false,false,-99999,10000,0,4,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
270,,,FILTROS POLITICA,false,false,-99999,10000,0,4,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
271,,,FILTROS POLITICA,false,false,-99999,10000,0,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
272,,,FILTROS POLITICA,false,false,-99999,10000,0,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
273,,,FILTROS POLITICA,false,false,-99999,10000,0,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
274,,,FILTROS POLITICA,false,false,-99999,10000,0,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
275,,,FILTROS POLITICA,false,false,-99999,10000,0,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
276,,,FILTROS POLITICA,false,false,-99999,10000,0,6,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
277,,,FILTROS POLITICA,false,false,-99999,10000,0,6,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
278,,,FILTROS POLITICA,false,false,-99999,10000,0,6,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
279,,,FILTROS POLITICA,false,false,-99999,10000,0,-99999,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
280,,,FILTROS POLITICA,false,false,-99999,10000,0,-99999,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
281,,,FILTROS POLITICA,false,false,-99999,10000,0,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
282,,,FILTROS POLITICA,false,false,-99999,10000,0,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
283,,,FILTROS POLITICA,false,false,-99999,10000,1,0,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
284,,,FILTROS POLITICA,false,false,-99999,10000,1,0,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
285,,,FILTROS POLITICA,false,false,-99999,10000,1,0,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
286,,,FILTROS POLITICA,false,false,-99999,10000,1,0,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
287,,,FILTROS POLITICA,false,false,-99999,10000,1,4,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
288,,,FILTROS POLITICA,false,false,-99999,10000,1,4,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
289,,,FILTROS POLITICA,false,false,-99999,10000,1,4,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
290,,,FILTROS POLITICA,false,false,-99999,10000,1,4,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
291,,,FILTROS POLITICA,false,false,-99999,10000,1,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
292,,,FILTROS POLITICA,false,false,-99999,10000,1,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
293,,,FILTROS POLITICA,false,false,-99999,10000,1,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
294,,,FILTROS POLITICA,false,false,-99999,10000,1,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
295,,,FILTROS POLITICA,false,false,-99999,10000,1,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
296,,,FILTROS POLITICA,false,false,-99999,10000,1,6,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
297,,,FILTROS POLITICA,false,false,-99999,10000,1,6,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
298,,,FILTROS POLITICA,false,false,-99999,10000,1,6,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
299,,,FILTROS POLITICA,false,false,-99999,10000,1,-99999,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
300,,,FILTROS POLITICA,false,false,-99999,10000,1,-99999,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
301,,,FILTROS POLITICA,false,false,-99999,10000,1,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
302,,,FILTROS POLITICA,false,false,-99999,10000,1,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
303,,,FILTROS POLITICA,false,false,-99999,10000,-99999,0,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
304,,,FILTROS POLITICA,false,false,-99999,10000,-99999,0,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
305,,,FILTROS POLITICA,false,false,-99999,10000,-99999,0,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
306,,,FILTROS POLITICA,false,false,-99999,10000,-99999,0,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
307,,,FILTROS POLITICA,false,false,-99999,10000,-99999,4,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
308,,,FILTROS POLITICA,false,false,-99999,10000,-99999,4,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
309,,,FILTROS POLITICA,false,false,-99999,10000,-99999,4,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
310,,,FILTROS POLITICA,false,false,-99999,10000,-99999,4,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
311,,,FILTROS POLITICA,false,false,-99999,10000,-99999,5,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
312,,,FILTROS POLITICA,false,false,-99999,10000,-99999,5,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
313,,,FILTROS POLITICA,false,false,-99999,10000,-99999,5,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
314,,,FILTROS POLITICA,false,false,-99999,10000,-99999,5,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
315,,,FILTROS POLITICA,false,false,-99999,10000,-99999,6,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
316,,,FILTROS POLITICA,false,false,-99999,10000,-99999,6,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
317,,,FILTROS POLITICA,false,false,-99999,10000,-99999,6,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
