Data-ID,Result-State,Result-Detail,payloadParam.solicitante.rendaLiquidaPicpay,alavancagem,limitePiso,limiteFixo,limiteTeto,result:limite,expected:limite
5993,,,100.0,0.6,10000,100,100,,100.0
5994,,,100.0,0.6,10000,100,200,,100.0
5995,,,100.0,0.6,10000,100,700,,100.0
5996,,,100.0,0.6,10000,100,1100,,100.0
5997,,,100.0,0.6,10000,100,2000,,100.0
5998,,,100.0,0.6,10000,100,2300,,100.0
5999,,,100.0,0.6,10000,100,2400,,100.0
6000,,,100.0,0.6,10000,100,2500,,100.0
6001,,,100.0,0.6,10000,100,3000,,100.0
6002,,,100.0,0.6,10000,100,3200,,100.0
6003,,,100.0,0.6,10000,100,3400,,100.0
6004,,,100.0,0.6,10000,100,3600,,100.0
6005,,,100.0,0.6,10000,100,3800,,100.0
6006,,,100.0,0.6,10000,100,4000,,100.0
6007,,,100.0,0.6,10000,100,4500,,100.0
6008,,,100.0,0.6,10000,100,5000,,100.0
6009,,,100.0,0.6,10000,100,5500,,100.0
6010,,,100.0,0.6,10000,100,6000,,100.0
6011,,,100.0,0.6,10000,100,7000,,100.0
6012,,,100.0,0.6,10000,100,7500,,100.0
6013,,,100.0,0.6,10000,100,9500,,100.0
6014,,,100.0,0.6,10000,100,9600,,100.0
6015,,,100.0,0.6,10000,100,10000,,100.0
6016,,,100.0,0.6,10000,100,12000,,100.0
6017,,,100.0,0.6,10000,100,15000,,100.0
6018,,,100.0,0.6,10000,100,20000,,100.0
6019,,,100.0,0.6,10000,100,30000,,100.0
6020,,,100.0,0.6,10000,100,40000,,100.0
6021,,,100.0,0.6,10000,200,100,,200.0
6022,,,100.0,0.6,10000,200,200,,200.0
6023,,,100.0,0.6,10000,200,700,,200.0
6024,,,100.0,0.6,10000,200,1100,,200.0
6025,,,100.0,0.6,10000,200,2000,,200.0
6026,,,100.0,0.6,10000,200,2300,,200.0
6027,,,100.0,0.6,10000,200,2400,,200.0
6028,,,100.0,0.6,10000,200,2500,,200.0
6029,,,100.0,0.6,10000,200,3000,,200.0
6030,,,100.0,0.6,10000,200,3200,,200.0
6031,,,100.0,0.6,10000,200,3400,,200.0
6032,,,100.0,0.6,10000,200,3600,,200.0
6033,,,100.0,0.6,10000,200,3800,,200.0
6034,,,100.0,0.6,10000,200,4000,,200.0
6035,,,100.0,0.6,10000,200,4500,,200.0
6036,,,100.0,0.6,10000,200,5000,,200.0
6037,,,100.0,0.6,10000,200,5500,,200.0
6038,,,100.0,0.6,10000,200,6000,,200.0
6039,,,100.0,0.6,10000,200,7000,,200.0
6040,,,100.0,0.6,10000,200,7500,,200.0
6041,,,100.0,0.6,10000,200,9500,,200.0
6042,,,100.0,0.6,10000,200,9600,,200.0
6043,,,100.0,0.6,10000,200,10000,,200.0
6044,,,100.0,0.6,10000,200,12000,,200.0
6045,,,100.0,0.6,10000,200,15000,,200.0
6046,,,100.0,0.6,10000,200,20000,,200.0
6047,,,100.0,0.6,10000,200,30000,,200.0
6048,,,100.0,0.6,10000,200,40000,,200.0
6049,,,100.0,0.8,100,0,100,,100.0
6050,,,100.0,0.8,100,0,200,,100.0
6051,,,100.0,0.8,100,0,700,,100.0
6052,,,100.0,0.8,100,0,1100,,100.0
6053,,,100.0,0.8,100,0,2000,,100.0
6054,,,100.0,0.8,100,0,2300,,100.0
6055,,,100.0,0.8,100,0,2400,,100.0
6056,,,100.0,0.8,100,0,2500,,100.0
6057,,,100.0,0.8,100,0,3000,,100.0
6058,,,100.0,0.8,100,0,3200,,100.0
6059,,,100.0,0.8,100,0,3400,,100.0
6060,,,100.0,0.8,100,0,3600,,100.0
6061,,,100.0,0.8,100,0,3800,,100.0
6062,,,100.0,0.8,100,0,4000,,100.0
6063,,,100.0,0.8,100,0,4500,,100.0
6064,,,100.0,0.8,100,0,5000,,100.0
6065,,,100.0,0.8,100,0,5500,,100.0
6066,,,100.0,0.8,100,0,6000,,100.0
6067,,,100.0,0.8,100,0,7000,,100.0
6068,,,100.0,0.8,100,0,7500,,100.0
6069,,,100.0,0.8,100,0,9500,,100.0
6070,,,100.0,0.8,100,0,9600,,100.0
6071,,,100.0,0.8,100,0,10000,,100.0
6072,,,100.0,0.8,100,0,12000,,100.0
6073,,,100.0,0.8,100,0,15000,,100.0
6074,,,100.0,0.8,100,0,20000,,100.0
6075,,,100.0,0.8,100,0,30000,,100.0
6076,,,100.0,0.8,100,0,40000,,100.0
6077,,,100.0,0.8,100,100,100,,100.0
6078,,,100.0,0.8,100,100,200,,100.0
6079,,,100.0,0.8,100,100,700,,100.0
6080,,,100.0,0.8,100,100,1100,,100.0
6081,,,100.0,0.8,100,100,2000,,100.0
6082,,,100.0,0.8,100,100,2300,,100.0
6083,,,100.0,0.8,100,100,2400,,100.0
6084,,,100.0,0.8,100,100,2500,,100.0
6085,,,100.0,0.8,100,100,3000,,100.0
6086,,,100.0,0.8,100,100,3200,,100.0
6087,,,100.0,0.8,100,100,3400,,100.0
6088,,,100.0,0.8,100,100,3600,,100.0
6089,,,100.0,0.8,100,100,3800,,100.0
6090,,,100.0,0.8,100,100,4000,,100.0
6091,,,100.0,0.8,100,100,4500,,100.0
6092,,,100.0,0.8,100,100,5000,,100.0
6093,,,100.0,0.8,100,100,5500,,100.0
6094,,,100.0,0.8,100,100,6000,,100.0
6095,,,100.0,0.8,100,100,7000,,100.0
6096,,,100.0,0.8,100,100,7500,,100.0
6097,,,100.0,0.8,100,100,9500,,100.0
6098,,,100.0,0.8,100,100,9600,,100.0
6099,,,100.0,0.8,100,100,10000,,100.0
6100,,,100.0,0.8,100,100,12000,,100.0
6101,,,100.0,0.8,100,100,15000,,100.0
6102,,,100.0,0.8,100,100,20000,,100.0
6103,,,100.0,0.8,100,100,30000,,100.0
6104,,,100.0,0.8,100,100,40000,,100.0
6105,,,100.0,0.8,100,200,100,,200.0
6106,,,100.0,0.8,100,200,200,,200.0
6107,,,100.0,0.8,100,200,700,,200.0
6108,,,100.0,0.8,100,200,1100,,200.0
6109,,,100.0,0.8,100,200,2000,,200.0
6110,,,100.0,0.8,100,200,2300,,200.0
6111,,,100.0,0.8,100,200,2400,,200.0
6112,,,100.0,0.8,100,200,2500,,200.0
6113,,,100.0,0.8,100,200,3000,,200.0
6114,,,100.0,0.8,100,200,3200,,200.0
6115,,,100.0,0.8,100,200,3400,,200.0
6116,,,100.0,0.8,100,200,3600,,200.0
6117,,,100.0,0.8,100,200,3800,,200.0
6118,,,100.0,0.8,100,200,4000,,200.0
6119,,,100.0,0.8,100,200,4500,,200.0
6120,,,100.0,0.8,100,200,5000,,200.0
6121,,,100.0,0.8,100,200,5500,,200.0
6122,,,100.0,0.8,100,200,6000,,200.0
6123,,,100.0,0.8,100,200,7000,,200.0
6124,,,100.0,0.8,100,200,7500,,200.0
6125,,,100.0,0.8,100,200,9500,,200.0
6126,,,100.0,0.8,100,200,9600,,200.0
6127,,,100.0,0.8,100,200,10000,,200.0
6128,,,100.0,0.8,100,200,12000,,200.0
6129,,,100.0,0.8,100,200,15000,,200.0
6130,,,100.0,0.8,100,200,20000,,200.0
6131,,,100.0,0.8,100,200,30000,,200.0
6132,,,100.0,0.8,100,200,40000,,200.0
6133,,,100.0,0.8,200,0,100,,100.0
6134,,,100.0,0.8,200,0,200,,200.0
6135,,,100.0,0.8,200,0,700,,200.0
6136,,,100.0,0.8,200,0,1100,,200.0
6137,,,100.0,0.8,200,0,2000,,200.0
6138,,,100.0,0.8,200,0,2300,,200.0
6139,,,100.0,0.8,200,0,2400,,200.0
6140,,,100.0,0.8,200,0,2500,,200.0
6141,,,100.0,0.8,200,0,3000,,200.0
6142,,,100.0,0.8,200,0,3200,,200.0
6143,,,100.0,0.8,200,0,3400,,200.0
6144,,,100.0,0.8,200,0,3600,,200.0
6145,,,100.0,0.8,200,0,3800,,200.0
6146,,,100.0,0.8,200,0,4000,,200.0
6147,,,100.0,0.8,200,0,4500,,200.0
6148,,,100.0,0.8,200,0,5000,,200.0
6149,,,100.0,0.8,200,0,5500,,200.0
6150,,,100.0,0.8,200,0,6000,,200.0
6151,,,100.0,0.8,200,0,7000,,200.0
6152,,,100.0,0.8,200,0,7500,,200.0
6153,,,100.0,0.8,200,0,9500,,200.0
6154,,,100.0,0.8,200,0,9600,,200.0
6155,,,100.0,0.8,200,0,10000,,200.0
6156,,,100.0,0.8,200,0,12000,,200.0
6157,,,100.0,0.8,200,0,15000,,200.0
6158,,,100.0,0.8,200,0,20000,,200.0
6159,,,100.0,0.8,200,0,30000,,200.0
6160,,,100.0,0.8,200,0,40000,,200.0
6161,,,100.0,0.8,200,100,100,,100.0
6162,,,100.0,0.8,200,100,200,,100.0
6163,,,100.0,0.8,200,100,700,,100.0
6164,,,100.0,0.8,200,100,1100,,100.0
6165,,,100.0,0.8,200,100,2000,,100.0
6166,,,100.0,0.8,200,100,2300,,100.0
6167,,,100.0,0.8,200,100,2400,,100.0
6168,,,100.0,0.8,200,100,2500,,100.0
6169,,,100.0,0.8,200,100,3000,,100.0
6170,,,100.0,0.8,200,100,3200,,100.0
6171,,,100.0,0.8,200,100,3400,,100.0
6172,,,100.0,0.8,200,100,3600,,100.0
6173,,,100.0,0.8,200,100,3800,,100.0
6174,,,100.0,0.8,200,100,4000,,100.0
6175,,,100.0,0.8,200,100,4500,,100.0
6176,,,100.0,0.8,200,100,5000,,100.0
6177,,,100.0,0.8,200,100,5500,,100.0
6178,,,100.0,0.8,200,100,6000,,100.0
6179,,,100.0,0.8,200,100,7000,,100.0
6180,,,100.0,0.8,200,100,7500,,100.0
6181,,,100.0,0.8,200,100,9500,,100.0
6182,,,100.0,0.8,200,100,9600,,100.0
6183,,,100.0,0.8,200,100,10000,,100.0
6184,,,100.0,0.8,200,100,12000,,100.0
6185,,,100.0,0.8,200,100,15000,,100.0
6186,,,100.0,0.8,200,100,20000,,100.0
6187,,,100.0,0.8,200,100,30000,,100.0
6188,,,100.0,0.8,200,100,40000,,100.0
6189,,,100.0,0.8,200,200,100,,200.0
6190,,,100.0,0.8,200,200,200,,200.0
6191,,,100.0,0.8,200,200,700,,200.0
6192,,,100.0,0.8,200,200,1100,,200.0
6193,,,100.0,0.8,200,200,2000,,200.0
6194,,,100.0,0.8,200,200,2300,,200.0
6195,,,100.0,0.8,200,200,2400,,200.0
6196,,,100.0,0.8,200,200,2500,,200.0
6197,,,100.0,0.8,200,200,3000,,200.0
6198,,,100.0,0.8,200,200,3200,,200.0
6199,,,100.0,0.8,200,200,3400,,200.0
6200,,,100.0,0.8,200,200,3600,,200.0
6201,,,100.0,0.8,200,200,3800,,200.0
6202,,,100.0,0.8,200,200,4000,,200.0
6203,,,100.0,0.8,200,200,4500,,200.0
6204,,,100.0,0.8,200,200,5000,,200.0
6205,,,100.0,0.8,200,200,5500,,200.0
6206,,,100.0,0.8,200,200,6000,,200.0
6207,,,100.0,0.8,200,200,7000,,200.0
6208,,,100.0,0.8,200,200,7500,,200.0
6209,,,100.0,0.8,200,200,9500,,200.0
6210,,,100.0,0.8,200,200,9600,,200.0
6211,,,100.0,0.8,200,200,10000,,200.0
6212,,,100.0,0.8,200,200,12000,,200.0
6213,,,100.0,0.8,200,200,15000,,200.0
6214,,,100.0,0.8,200,200,20000,,200.0
6215,,,100.0,0.8,200,200,30000,,200.0
6216,,,100.0,0.8,200,200,40000,,200.0
6217,,,100.0,0.8,300,0,100,,100.0
6218,,,100.0,0.8,300,0,200,,200.0
6219,,,100.0,0.8,300,0,700,,300.0
6220,,,100.0,0.8,300,0,1100,,300.0
6221,,,100.0,0.8,300,0,2000,,300.0
6222,,,100.0,0.8,300,0,2300,,300.0
6223,,,100.0,0.8,300,0,2400,,300.0
6224,,,100.0,0.8,300,0,2500,,300.0
6225,,,100.0,0.8,300,0,3000,,300.0
6226,,,100.0,0.8,300,0,3200,,300.0
6227,,,100.0,0.8,300,0,3400,,300.0
6228,,,100.0,0.8,300,0,3600,,300.0
6229,,,100.0,0.8,300,0,3800,,300.0
6230,,,100.0,0.8,300,0,4000,,300.0
6231,,,100.0,0.8,300,0,4500,,300.0
6232,,,100.0,0.8,300,0,5000,,300.0
6233,,,100.0,0.8,300,0,5500,,300.0
6234,,,100.0,0.8,300,0,6000,,300.0
6235,,,100.0,0.8,300,0,7000,,300.0
6236,,,100.0,0.8,300,0,7500,,300.0
6237,,,100.0,0.8,300,0,9500,,300.0
6238,,,100.0,0.8,300,0,9600,,300.0
6239,,,100.0,0.8,300,0,10000,,300.0
6240,,,100.0,0.8,300,0,12000,,300.0
6241,,,100.0,0.8,300,0,15000,,300.0
6242,,,100.0,0.8,300,0,20000,,300.0
6243,,,100.0,0.8,300,0,30000,,300.0
6244,,,100.0,0.8,300,0,40000,,300.0
6245,,,100.0,0.8,300,100,100,,100.0
6246,,,100.0,0.8,300,100,200,,100.0
6247,,,100.0,0.8,300,100,700,,100.0
6248,,,100.0,0.8,300,100,1100,,100.0
6249,,,100.0,0.8,300,100,2000,,100.0
6250,,,100.0,0.8,300,100,2300,,100.0
6251,,,100.0,0.8,300,100,2400,,100.0
6252,,,100.0,0.8,300,100,2500,,100.0
6253,,,100.0,0.8,300,100,3000,,100.0
6254,,,100.0,0.8,300,100,3200,,100.0
6255,,,100.0,0.8,300,100,3400,,100.0
6256,,,100.0,0.8,300,100,3600,,100.0
6257,,,100.0,0.8,300,100,3800,,100.0
6258,,,100.0,0.8,300,100,4000,,100.0
6259,,,100.0,0.8,300,100,4500,,100.0
6260,,,100.0,0.8,300,100,5000,,100.0
6261,,,100.0,0.8,300,100,5500,,100.0
6262,,,100.0,0.8,300,100,6000,,100.0
6263,,,100.0,0.8,300,100,7000,,100.0
6264,,,100.0,0.8,300,100,7500,,100.0
6265,,,100.0,0.8,300,100,9500,,100.0
6266,,,100.0,0.8,300,100,9600,,100.0
6267,,,100.0,0.8,300,100,10000,,100.0
6268,,,100.0,0.8,300,100,12000,,100.0
6269,,,100.0,0.8,300,100,15000,,100.0
6270,,,100.0,0.8,300,100,20000,,100.0
6271,,,100.0,0.8,300,100,30000,,100.0
6272,,,100.0,0.8,300,100,40000,,100.0
6273,,,100.0,0.8,300,200,100,,200.0
6274,,,100.0,0.8,300,200,200,,200.0
6275,,,100.0,0.8,300,200,700,,200.0
6276,,,100.0,0.8,300,200,1100,,200.0
6277,,,100.0,0.8,300,200,2000,,200.0
6278,,,100.0,0.8,300,200,2300,,200.0
6279,,,100.0,0.8,300,200,2400,,200.0
6280,,,100.0,0.8,300,200,2500,,200.0
6281,,,100.0,0.8,300,200,3000,,200.0
6282,,,100.0,0.8,300,200,3200,,200.0
6283,,,100.0,0.8,300,200,3400,,200.0
6284,,,100.0,0.8,300,200,3600,,200.0
6285,,,100.0,0.8,300,200,3800,,200.0
6286,,,100.0,0.8,300,200,4000,,200.0
6287,,,100.0,0.8,300,200,4500,,200.0
6288,,,100.0,0.8,300,200,5000,,200.0
6289,,,100.0,0.8,300,200,5500,,200.0
6290,,,100.0,0.8,300,200,6000,,200.0
6291,,,100.0,0.8,300,200,7000,,200.0
6292,,,100.0,0.8,300,200,7500,,200.0
6293,,,100.0,0.8,300,200,9500,,200.0
6294,,,100.0,0.8,300,200,9600,,200.0
6295,,,100.0,0.8,300,200,10000,,200.0
6296,,,100.0,0.8,300,200,12000,,200.0
6297,,,100.0,0.8,300,200,15000,,200.0
6298,,,100.0,0.8,300,200,20000,,200.0
6299,,,100.0,0.8,300,200,30000,,200.0
6300,,,100.0,0.8,300,200,40000,,200.0
6301,,,100.0,0.8,1000,0,100,,100.0
6302,,,100.0,0.8,1000,0,200,,200.0
6303,,,100.0,0.8,1000,0,700,,700.0
6304,,,100.0,0.8,1000,0,1100,,1000.0
6305,,,100.0,0.8,1000,0,2000,,1000.0
6306,,,100.0,0.8,1000,0,2300,,1000.0
6307,,,100.0,0.8,1000,0,2400,,1000.0
6308,,,100.0,0.8,1000,0,2500,,1000.0
6309,,,100.0,0.8,1000,0,3000,,1000.0
6310,,,100.0,0.8,1000,0,3200,,1000.0
6311,,,100.0,0.8,1000,0,3400,,1000.0
6312,,,100.0,0.8,1000,0,3600,,1000.0
6313,,,100.0,0.8,1000,0,3800,,1000.0
6314,,,100.0,0.8,1000,0,4000,,1000.0
6315,,,100.0,0.8,1000,0,4500,,1000.0
6316,,,100.0,0.8,1000,0,5000,,1000.0
6317,,,100.0,0.8,1000,0,5500,,1000.0
6318,,,100.0,0.8,1000,0,6000,,1000.0
6319,,,100.0,0.8,1000,0,7000,,1000.0
6320,,,100.0,0.8,1000,0,7500,,1000.0
6321,,,100.0,0.8,1000,0,9500,,1000.0
6322,,,100.0,0.8,1000,0,9600,,1000.0
6323,,,100.0,0.8,1000,0,10000,,1000.0
6324,,,100.0,0.8,1000,0,12000,,1000.0
6325,,,100.0,0.8,1000,0,15000,,1000.0
6326,,,100.0,0.8,1000,0,20000,,1000.0
6327,,,100.0,0.8,1000,0,30000,,1000.0
6328,,,100.0,0.8,1000,0,40000,,1000.0
6329,,,100.0,0.8,1000,100,100,,100.0
6330,,,100.0,0.8,1000,100,200,,100.0
6331,,,100.0,0.8,1000,100,700,,100.0
6332,,,100.0,0.8,1000,100,1100,,100.0
6333,,,100.0,0.8,1000,100,2000,,100.0
6334,,,100.0,0.8,1000,100,2300,,100.0
6335,,,100.0,0.8,1000,100,2400,,100.0
6336,,,100.0,0.8,1000,100,2500,,100.0
6337,,,100.0,0.8,1000,100,3000,,100.0
6338,,,100.0,0.8,1000,100,3200,,100.0
6339,,,100.0,0.8,1000,100,3400,,100.0
6340,,,100.0,0.8,1000,100,3600,,100.0
6341,,,100.0,0.8,1000,100,3800,,100.0
6342,,,100.0,0.8,1000,100,4000,,100.0
6343,,,100.0,0.8,1000,100,4500,,100.0
6344,,,100.0,0.8,1000,100,5000,,100.0
6345,,,100.0,0.8,1000,100,5500,,100.0
6346,,,100.0,0.8,1000,100,6000,,100.0
6347,,,100.0,0.8,1000,100,7000,,100.0
6348,,,100.0,0.8,1000,100,7500,,100.0
6349,,,100.0,0.8,1000,100,9500,,100.0
6350,,,100.0,0.8,1000,100,9600,,100.0
6351,,,100.0,0.8,1000,100,10000,,100.0
6352,,,100.0,0.8,1000,100,12000,,100.0
6353,,,100.0,0.8,1000,100,15000,,100.0
6354,,,100.0,0.8,1000,100,20000,,100.0
6355,,,100.0,0.8,1000,100,30000,,100.0
6356,,,100.0,0.8,1000,100,40000,,100.0
6357,,,100.0,0.8,1000,200,100,,200.0
6358,,,100.0,0.8,1000,200,200,,200.0
6359,,,100.0,0.8,1000,200,700,,200.0
6360,,,100.0,0.8,1000,200,1100,,200.0
6361,,,100.0,0.8,1000,200,2000,,200.0
6362,,,100.0,0.8,1000,200,2300,,200.0
6363,,,100.0,0.8,1000,200,2400,,200.0
6364,,,100.0,0.8,1000,200,2500,,200.0
6365,,,100.0,0.8,1000,200,3000,,200.0
6366,,,100.0,0.8,1000,200,3200,,200.0
6367,,,100.0,0.8,1000,200,3400,,200.0
6368,,,100.0,0.8,1000,200,3600,,200.0
6369,,,100.0,0.8,1000,200,3800,,200.0
6370,,,100.0,0.8,1000,200,4000,,200.0
6371,,,100.0,0.8,1000,200,4500,,200.0
6372,,,100.0,0.8,1000,200,5000,,200.0
6373,,,100.0,0.8,1000,200,5500,,200.0
6374,,,100.0,0.8,1000,200,6000,,200.0
6375,,,100.0,0.8,1000,200,7000,,200.0
6376,,,100.0,0.8,1000,200,7500,,200.0
6377,,,100.0,0.8,1000,200,9500,,200.0
6378,,,100.0,0.8,1000,200,9600,,200.0
6379,,,100.0,0.8,1000,200,10000,,200.0
6380,,,100.0,0.8,1000,200,12000,,200.0
6381,,,100.0,0.8,1000,200,15000,,200.0
6382,,,100.0,0.8,1000,200,20000,,200.0
6383,,,100.0,0.8,1000,200,30000,,200.0
6384,,,100.0,0.8,1000,200,40000,,200.0
6385,,,100.0,0.8,4000,0,100,,100.0
6386,,,100.0,0.8,4000,0,200,,200.0
6387,,,100.0,0.8,4000,0,700,,700.0
6388,,,100.0,0.8,4000,0,1100,,1100.0
6389,,,100.0,0.8,4000,0,2000,,2000.0
6390,,,100.0,0.8,4000,0,2300,,2300.0
6391,,,100.0,0.8,4000,0,2400,,2400.0
6392,,,100.0,0.8,4000,0,2500,,2500.0
6393,,,100.0,0.8,4000,0,3000,,3000.0
6394,,,100.0,0.8,4000,0,3200,,3200.0
6395,,,100.0,0.8,4000,0,3400,,3400.0
6396,,,100.0,0.8,4000,0,3600,,4000.0
6397,,,100.0,0.8,4000,0,3800,,4000.0
6398,,,100.0,0.8,4000,0,4000,,4000.0
6399,,,100.0,0.8,4000,0,4500,,4000.0
6400,,,100.0,0.8,4000,0,5000,,4000.0
6401,,,100.0,0.8,4000,0,5500,,4000.0
6402,,,100.0,0.8,4000,0,6000,,4000.0
6403,,,100.0,0.8,4000,0,7000,,4000.0
6404,,,100.0,0.8,4000,0,7500,,4000.0
6405,,,100.0,0.8,4000,0,9500,,4000.0
6406,,,100.0,0.8,4000,0,9600,,4000.0
6407,,,100.0,0.8,4000,0,10000,,4000.0
6408,,,100.0,0.8,4000,0,12000,,4000.0
6409,,,100.0,0.8,4000,0,15000,,4000.0
6410,,,100.0,0.8,4000,0,20000,,4000.0
6411,,,100.0,0.8,4000,0,30000,,4000.0
6412,,,100.0,0.8,4000,0,40000,,4000.0
6413,,,100.0,0.8,4000,100,100,,100.0
6414,,,100.0,0.8,4000,100,200,,100.0
6415,,,100.0,0.8,4000,100,700,,100.0
6416,,,100.0,0.8,4000,100,1100,,100.0
6417,,,100.0,0.8,4000,100,2000,,100.0
6418,,,100.0,0.8,4000,100,2300,,100.0
6419,,,100.0,0.8,4000,100,2400,,100.0
6420,,,100.0,0.8,4000,100,2500,,100.0
6421,,,100.0,0.8,4000,100,3000,,100.0
6422,,,100.0,0.8,4000,100,3200,,100.0
6423,,,100.0,0.8,4000,100,3400,,100.0
6424,,,100.0,0.8,4000,100,3600,,100.0
6425,,,100.0,0.8,4000,100,3800,,100.0
6426,,,100.0,0.8,4000,100,4000,,100.0
6427,,,100.0,0.8,4000,100,4500,,100.0
6428,,,100.0,0.8,4000,100,5000,,100.0
6429,,,100.0,0.8,4000,100,5500,,100.0
6430,,,100.0,0.8,4000,100,6000,,100.0
6431,,,100.0,0.8,4000,100,7000,,100.0
6432,,,100.0,0.8,4000,100,7500,,100.0
6433,,,100.0,0.8,4000,100,9500,,100.0
6434,,,100.0,0.8,4000,100,9600,,100.0
6435,,,100.0,0.8,4000,100,10000,,100.0
6436,,,100.0,0.8,4000,100,12000,,100.0
6437,,,100.0,0.8,4000,100,15000,,100.0
6438,,,100.0,0.8,4000,100,20000,,100.0
6439,,,100.0,0.8,4000,100,30000,,100.0
6440,,,100.0,0.8,4000,100,40000,,100.0
6441,,,100.0,0.8,4000,200,100,,200.0
6442,,,100.0,0.8,4000,200,200,,200.0
6443,,,100.0,0.8,4000,200,700,,200.0
6444,,,100.0,0.8,4000,200,1100,,200.0
6445,,,100.0,0.8,4000,200,2000,,200.0
6446,,,100.0,0.8,4000,200,2300,,200.0
6447,,,100.0,0.8,4000,200,2400,,200.0
6448,,,100.0,0.8,4000,200,2500,,200.0
6449,,,100.0,0.8,4000,200,3000,,200.0
6450,,,100.0,0.8,4000,200,3200,,200.0
6451,,,100.0,0.8,4000,200,3400,,200.0
6452,,,100.0,0.8,4000,200,3600,,200.0
6453,,,100.0,0.8,4000,200,3800,,200.0
6454,,,100.0,0.8,4000,200,4000,,200.0
6455,,,100.0,0.8,4000,200,4500,,200.0
6456,,,100.0,0.8,4000,200,5000,,200.0
6457,,,100.0,0.8,4000,200,5500,,200.0
6458,,,100.0,0.8,4000,200,6000,,200.0
6459,,,100.0,0.8,4000,200,7000,,200.0
6460,,,100.0,0.8,4000,200,7500,,200.0
6461,,,100.0,0.8,4000,200,9500,,200.0
6462,,,100.0,0.8,4000,200,9600,,200.0
6463,,,100.0,0.8,4000,200,10000,,200.0
6464,,,100.0,0.8,4000,200,12000,,200.0
6465,,,100.0,0.8,4000,200,15000,,200.0
6466,,,100.0,0.8,4000,200,20000,,200.0
6467,,,100.0,0.8,4000,200,30000,,200.0
6468,,,100.0,0.8,4000,200,40000,,200.0
6469,,,100.0,0.8,4500,0,100,,100.0
6470,,,100.0,0.8,4500,0,200,,200.0
6471,,,100.0,0.8,4500,0,700,,700.0
6472,,,100.0,0.8,4500,0,1100,,1100.0
6473,,,100.0,0.8,4500,0,2000,,2000.0
6474,,,100.0,0.8,4500,0,2300,,2300.0
6475,,,100.0,0.8,4500,0,2400,,2400.0
6476,,,100.0,0.8,4500,0,2500,,2500.0
6477,,,100.0,0.8,4500,0,3000,,3000.0
6478,,,100.0,0.8,4500,0,3200,,3200.0
6479,,,100.0,0.8,4500,0,3400,,3400.0
6480,,,100.0,0.8,4500,0,3600,,4000.0
6481,,,100.0,0.8,4500,0,3800,,4000.0
6482,,,100.0,0.8,4500,0,4000,,4000.0
6483,,,100.0,0.8,4500,0,4500,,4500.0
6484,,,100.0,0.8,4500,0,5000,,4500.0
6485,,,100.0,0.8,4500,0,5500,,4500.0
6486,,,100.0,0.8,4500,0,6000,,4500.0
6487,,,100.0,0.8,4500,0,7000,,4500.0
6488,,,100.0,0.8,4500,0,7500,,4500.0
6489,,,100.0,0.8,4500,0,9500,,4500.0
6490,,,100.0,0.8,4500,0,9600,,4500.0
6491,,,100.0,0.8,4500,0,10000,,4500.0
6492,,,100.0,0.8,4500,0,12000,,4500.0
6493,,,100.0,0.8,4500,0,15000,,4500.0
6494,,,100.0,0.8,4500,0,20000,,4500.0
6495,,,100.0,0.8,4500,0,30000,,4500.0
6496,,,100.0,0.8,4500,0,40000,,4500.0
6497,,,100.0,0.8,4500,100,100,,100.0
6498,,,100.0,0.8,4500,100,200,,100.0
6499,,,100.0,0.8,4500,100,700,,100.0
6500,,,100.0,0.8,4500,100,1100,,100.0
6501,,,100.0,0.8,4500,100,2000,,100.0
6502,,,100.0,0.8,4500,100,2300,,100.0
6503,,,100.0,0.8,4500,100,2400,,100.0
6504,,,100.0,0.8,4500,100,2500,,100.0
6505,,,100.0,0.8,4500,100,3000,,100.0
6506,,,100.0,0.8,4500,100,3200,,100.0
6507,,,100.0,0.8,4500,100,3400,,100.0
6508,,,100.0,0.8,4500,100,3600,,100.0
6509,,,100.0,0.8,4500,100,3800,,100.0
6510,,,100.0,0.8,4500,100,4000,,100.0
6511,,,100.0,0.8,4500,100,4500,,100.0
6512,,,100.0,0.8,4500,100,5000,,100.0
6513,,,100.0,0.8,4500,100,5500,,100.0
6514,,,100.0,0.8,4500,100,6000,,100.0
6515,,,100.0,0.8,4500,100,7000,,100.0
6516,,,100.0,0.8,4500,100,7500,,100.0
6517,,,100.0,0.8,4500,100,9500,,100.0
6518,,,100.0,0.8,4500,100,9600,,100.0
6519,,,100.0,0.8,4500,100,10000,,100.0
6520,,,100.0,0.8,4500,100,12000,,100.0
6521,,,100.0,0.8,4500,100,15000,,100.0
6522,,,100.0,0.8,4500,100,20000,,100.0
6523,,,100.0,0.8,4500,100,30000,,100.0
6524,,,100.0,0.8,4500,100,40000,,100.0
6525,,,100.0,0.8,4500,200,100,,200.0
6526,,,100.0,0.8,4500,200,200,,200.0
6527,,,100.0,0.8,4500,200,700,,200.0
6528,,,100.0,0.8,4500,200,1100,,200.0
6529,,,100.0,0.8,4500,200,2000,,200.0
6530,,,100.0,0.8,4500,200,2300,,200.0
6531,,,100.0,0.8,4500,200,2400,,200.0
6532,,,100.0,0.8,4500,200,2500,,200.0
6533,,,100.0,0.8,4500,200,3000,,200.0
6534,,,100.0,0.8,4500,200,3200,,200.0
6535,,,100.0,0.8,4500,200,3400,,200.0
6536,,,100.0,0.8,4500,200,3600,,200.0
